Material_ID|Material_Name|Type|Unit_Price|Stock_Initial|Supplier_ID|Total_Stock_Value|Cost_Per_Unit_Carbon|Environmental_Impact_Score|Recyclable_Status|Stock_Alert_Level|Supply_Reliability_Index
M418|Premium-Chocolat en poudre|Produit laitier|304.06|369|SUPPLIER_31|135015.42|0.34|1410.0|Non|Normal|6.11
M108|Bio-Chocolat liquide|Produit laitier|201.5|509|SUPPLIER_73|125423.4|0.17|1920.0|Non|Normal|10.79
M263|Eco-Beurre en poudre|Produit laitier|488.37|1027|SUPPLIER_44|444808.91|0.28|2691.0|Oui|Élevé|3.91
M070|Bio-Beurre en poudre|Produit laitier|120.21|250|SUPPLIER_26|35263.95|0.21|984.0|Oui|Faible|3.8
M303|Bio-Sucre concentré|Ingrédient|61.42|206|SUPPLIER_42|12066.87|0.29|313.3|Oui|Faible|8.26
M227|Super-Beurre naturel|Ingrédient|318.77|888|SUPPLIER_10|286733.07|0.3|1097.0|Oui|Élevé|11.03
M159|Premium-Fromage en poudre||860.98|553||5305.03|3.07|1400.11|Non|Normal|3.53
M028|Bio-Crème concentré|Produit laitier|139.14|595|SUPPLIER_6|68272.94|0.14|1608.0|Oui|Normal|5.97
M482|Premium-Beurre concentré|Produit laitier|276.44|490|SUPPLIER_81|161978.31|0.21|1911.0|Oui|Normal|4.82
M183|Eco-Sucre liquide|Produit laitier|354.89|677|SUPPLIER_34|288909.17|0.23|2556.0|Oui|Élevé|8.93
M4h|Ultra-Sucre liquide|Ingrédient|324.43|388|SUPPLIER_61|38618.88|1.14|1414.71|Non|Normal|3.53
M300|Ultra-Chocolat en poudre|Produit laitier|299.75|1110|SUPPLIER_20|257010.99|0.15|2841.0|Oui|Élevé|20.53
M433|Bio-Sucre enrichi|Ingrédient|471.71|112|SUPPLIER_14|53472.75|3.86|174.8|Oui|Faible|15.14
M225|Ultra-Sirop liquide|Ingrédient|354.34|787|SUPPLIER_68|250308.99|0.54|759.7|Oui|Normal|21.48
M055|Super-Sel concentré|Ingrédient|485.34|359|SUPPLIER_20|202331.43|1.18|524.5|Oui|Normal|5.86
M050|Ultra-Beurre naturel|Ingrédient|176.08|416|SUPPLIER_17|76996.66|0.46|506.6|Oui|Normal|7.46
M315|Super-Fromage enrichi|Ingrédient|308.0|568|SUPPLIER_83|200776.45|0.47|788.5|Non|Normal|4.91
M111|Bio-Lait liquide|Ingrédient|488.92|376|SUPPLIER_31|180142.37|1.25|563.6|Non|Normal|4.66
M344|Premium-Fromage naturel|Produit laitier|454.04|802|SUPPLIER_9|328004.77|0.26|2460.0|Oui|Élevé|7.29
M384|Ultra-Chocolat en poudre|Produit laitier|164.31|370|SUPPLIER_3|80533.06|0.2|1479.0|Oui|Normal|3.6
M033|Ultra-Crème liquide|Ingrédient|399.54|691|SUPPLIER_82|302706.1|0.51|932.6|Non|Élevé|4.64
M154|Eco-Fromage en poudre|Produit laitier|197.37|314|SUPPLIER_65|63754.75|0.27|1134.0|Non|Normal|3.98
M298|Eco-Lait en poudre|Ingrédient|178.75|184|SUPPLIER_5|28216.43|1.09|217.7|Oui|Faible|13.04
M186|Super-Sucre naturel|Ingrédient|79.67|917|SUPPLIER_13|72210.51|0.08|1074.5|Oui|Élevé|4.45
M248|Bio-Arôme concentré||288.71|359||1674.66|0.88|1953.84|Non|Normal|3.53
M156|Super-Chocolat enrichi|Produit laitier|207.49|782|SUPPLIER_83|219867.29|0.12|2748.0|Oui|Élevé|6.11
M2s|Eco-Sirop liquide|Ingrédient|136.74|362|SUPPLIER_81|35143.14|0.42|827.29|Non|Normal|6.62
M1q|Super-Arôme enrichi||147.65|114|SUPPLIER_78|1742.93|0.77|4884.93|Non|Faible|13.05
M287|Eco-Fromage liquide|Produit laitier|369.48|478|SUPPLIER_66|198223.44|0.34|1569.0|Non|Normal|20.97
M056|Premium-Beurre enrichi|Ingrédient|76.23|283|SUPPLIER_62|24826.91|0.22|453.4|Oui|Normal|6.91
M295|Super-Chocolat enrichi|Produit laitier|254.9|676|SUPPLIER_39|164026.45|0.2|2094.0|Non|Normal|4.74
M004|Eco-Beurre concentré||971.62|481|SUPPLIER_32|7518.02|3.07|887.29|Oui|Normal|5.29
M036|Super-Arôme concentré|Ingrédient|335.45|763|SUPPLIER_10|238986.98|0.51|795.4|Oui|Normal|7.04
M332|Eco-Fromage concentré|Ingrédient|148.16|637|SUPPLIER_51|98036.65|0.28|728.0|Non|Normal|5.06
M293|Ultra-Amidon en poudre|Produit laitier|379.67|566|SUPPLIER_12|231910.97|0.35|1851.0|Oui|Normal|4.19
M486|Premium-Sucre naturel|Produit laitier|499.72|1126|SUPPLIER_46|497353.22|0.24|3018.0|Oui|Élevé|5.51
M395|Premium-Sel concentré|Ingrédient|455.37|1033|SUPPLIER_64|417194.99|0.56|1037.9|Non|Élevé|6.12
M2s|Ultra-Beurre enrichi|Produit laitier|210.74|471||36586.43|0.76|812.29|Non|Normal|7.29
M383|Bio-Sel enrichi|Produit laitier|223.7|388|SUPPLIER_32|96687.96|0.26|1332.0|Non|Normal|6.18
M2x|Bio-Sirop enrichi|Ingrén|848.9|415|SUPPLIER_27|37003.83|3.07|215.36|Non|Normal|58.84
M156|Bio-Crème concentré|Produit laitier|218.46|787|SUPPLIER_83|196302.55|0.12|2748.0|Oui|Élevé|6.11
M295|Eco-Arôme concentré|Ingrédient|293.63|1010|SUPPLIER_69|236151.31|0.32|1035.7|Non|Élevé|6.13
M257|Premium-Beurre enrichi|Ingrédient|237.06|146|SUPPLIER_76|47891.57|1.35|216.3|Non|Faible|25.46
M177|Eco-Arôme en poudre|Ingrédient|107.58|241|SUPPLIER_27|22189.3|0.46|360.9|Oui|Faible|7.07
M344|Bio-Sucre en poudre|Ingrédient|283.85|535|SUPPLIER_13|145266.46|0.66|539.3|Non|Normal|12.16
M283|Eco-Chocolat naturel|Ingrédient|139.86|484|SUPPLIER_28|65787.77|0.32|540.8|Non|Normal|22.09
M167|Bio-Amidon concentré|Ingrédient|431.52|131|SUPPLIER_66|50737.61|3.54|186.0|Non|Faible|13.89
M226|Premium-Lait concentré|Produit laitier|298.8|1036|SUPPLIER_3|279517.33|0.17|2811.0|Oui|Élevé|2.56
M300|Bio-Arôme naturel|Produit laitier|265.1|1043|SUPPLIER_20|260175.47|0.15|2841.0|Oui|Élevé|20.53
M140|Ultra-Crème en poudre|Produit laitier|145.45|701|SUPPLIER_26|93103.27|0.09|2340.0|Oui|Élevé|5.66
M433|Ultra-Fromage naturel|Ingrédient|228.83|579|SUPPLIER_50|176118.35|0.35|885.6|Oui|Normal|3.94
M4p|Super-Beurre concentré||860.62|470|SUPPLIER_76|35704.58|1.1|2497.55|Non|Normal|1.42
M285|Premium-Crème liquide|Produit laitier|346.63|1067|SUPPLIER_83|322857.33|0.2|2850.0|Non|Élevé|4.54
M295|Super-Sirop naturel|Ingrédient|297.6|1006|SUPPLIER_69|276443.12|0.32|1035.7|Non|Élevé|6.13
M198|Premium-Lait concentré|Produit laitier|153.98|768|SUPPLIER_50|129581.97|0.1|2331.0|Non|Élevé|6.21
M313|Bio-Sucre en poudre|Produit laitier|990.63|34||1547.85|3.07|752.29|Oui|Critique|23.29
M154|Bio-Fromage enrichi|Produit laitier|193.89|315|SUPPLIER_65|66689.56|0.27|1134.0|Non|Normal|3.98
M383|Bio-Sel liquide|Produit laitier|203.57|377|SUPPLIER_32|92792.07|0.26|1332.0|Non|Normal|6.18
M440|Bio-Arôme enrichi|Ingréo|990.42|49|SUPPLIER_14|4602.92|15.59|1282.95|Non|Critique|16.91
M497|Ultra-Chocolat naturel|Produit laitier|271.37|906|SUPPLIER_20|39580.09|0.88|797.29|Non|Élevé|8.29
M285|Ultra-Amidon concentré|Produit laitier|383.79|995|SUPPLIER_83|303244.76|0.2|2850.0|Non|Élevé|4.54
M495|Premium-Amidon en poudre|Produit laitier|165.98|414|SUPPLIER_31|96448.34|0.19|1596.0|Oui|Normal|3.04
M129|Premium-Crème liquide|Ingrédient|145.35|247|SUPPLIER_3|34098.67|0.73|273.8|Non|Faible|11.47
M449|Premium-Amidon naturel|Ingrédient|313.58|165|SUPPLIER_73|45166.62|1.87|214.4|Oui|Faible|13.16
M2l|Super-Sirop enrichi|Produitn|273.29|502||35599.64|1.02|1936.67|Non|Normal|3.95
M295|Super-Beurre naturel|Produit laitier|459.4|769|SUPPLIER_40|418873.98|0.26|2745.0|Oui|Élevé|4.56
M346|Bio-Arôme liquide|Ingrédient|94.87|461|SUPPLIER_71|47881.33|0.22|582.5|Oui|Normal|7.11
M007|Eco-Beurre concentré|Produit laitier|239.74|556|SUPPLIER_60|133681.19|0.17|2007.0|Oui|Normal|9.09
M4t|Bio-Crème en poudre||947.35|78|SUPPLIER_80|141700.83|3.07|1891.16|Non|Critique|36.62
M317|Ultra-Fromage enrichi|Ingrédient|406.5|899|SUPPLIER_12|390138.48|0.51|964.3|Non|Élevé|21.16
M167|Eco-Amidon en poudre|Ingrédient|396.5|114|SUPPLIER_66|51132.71|3.54|186.0|Non|Faible|13.89
M002|Super-Fromage liquide|Produit laitier|114.72|458|SUPPLIER_83|49070.93|0.15|1329.0|Oui|Normal|4.54
M167|Bio-Crème concentré|Produit laitier|359.97|666|SUPPLIER_3|228596.27|0.27|2064.0|Non|Normal|9.07
M417|Eco-Sel concentré|Ingrédient|246.68|576|SUPPLIER_4|158295.06|0.48|645.3|Non|Normal|21.75
M400|Eco-Fromage enrichi|Ingrédient|341.58|331|SUPPLIER_2|146060.27|0.86|474.4|Non|Normal|12.48
M500|Bio-Arôme enrichi|Ingrédient|341.01|351|SUPPLIER_27|139012.43|0.89|512.4|Non|Normal|5.94
M450|Premium-Crème en poudre||931.06|436||8760.04|3.07|1686.11|Non|Normal|3.53
M491|Premium-Sel concentré|Ingrédient|166.63|611|SUPPLIER_38|95102.44|0.24|779.4|Non|Normal|6.53
M1o|Eco-Sel naturel||283.61|194||7113.46|1.3|1479.45|Oui|Faible|4.43
M365|Bio-Sel liquide|Produit laitier|215.76|138|SUPPLIER_74|32191.12|0.65|537.0|Oui|Faible|7.25
M233|Eco-Fromage naturel|Produit laitier|430.62|1041|SUPPLIER_41|404876.28|0.23|2853.0|Oui|Élevé|3.88
M465|Premium-Sucre naturel|Produit laitier|58.52|184|SUPPLIER_23|8289.02|0.19|582.0|Non|Faible|5.75
M476|Eco-Crème liquide|Produit laitier|282.46|184|SUPPLIER_83|50524.69|0.74|588.0|Oui|Faible|12.69
M023|Ultra-Lait liquide|Produit laitier|76.31|528|SUPPLIER_83|31156.1|0.08|1431.0|Non|Normal|6.64
M297|Eco-Beurre en poudre|Produit laitier|60.44|519|SUPPLIER_14|30388.22|0.06|1545.0|Non|Normal|20.98
M181|Premium-Crème enrichi|Produit laitier|156.09|483|SUPPLIER_8|73628.94|0.18|1350.0|Non|Normal|6.71
M394|Super-Arôme naturel|Ingrédient|343.38|1085|SUPPLIER_22|319220.06|0.39|1072.0|Oui|Élevé|6.09
M160|Ultra-Amidon en poudre|Ingrédient|104.59|160|SUPPLIER_17|22034.58|0.64|228.0|Non|Faible|15.56
M417|Eco-Sel naturel|Ingréz|949.35|815|SUPPLIER_30|2459.94|13.18|1294.85|Oui|Élevé|14.33
M428|Ultra-Arôme concentré|Ingrédient|414.54|899|SUPPLIER_31|394531.61|0.49|1160.9|Non|Élevé|3.09
M005|Ultra-Sucre liquide||969.58|457||6058.29|23.99|613.62|Non|Normal|58.97
M324|Eco-Lait naturel|Ingrédient|379.04|301|SUPPLIER_68|94451.19|1.33|320.8|Oui|Faible|23.6
M009|Premium-Sucre liquide|Ingrédient|391.91|822|SUPPLIER_16|350554.35|0.36|1108.4|Non|Élevé|21.01
M254|Bio-Fromage naturel|Ingrédient|322.37|780|SUPPLIER_68|338092.39|0.38|1084.4|Oui|Élevé|4.44
M453|Bio-Crème naturel|Ingrédient|96.49|576|SUPPLIER_59|61695.5|0.15|765.7|Non|Normal|7.1
M115|Bio-Lait naturel|Ingrédient|543.49|346|SUPPLIER_48|177415.1|1.5|401.2|Oui|Normal|11.35
M101|Bio-Crème en poudre|Produit laitier|64.51|117|SUPPLIER_66|9506.28|0.26|558.0|Oui|Faible|5.68
M273|Eco-Amidon liquide|Ingrédient|410.29|823|SUPPLIER_50|339423.2|0.5|999.8|Non|Élevé|7.82
M3v|Eco-Beurre enrichi|Ingrév|932.46|74|SUPPLIER_36|33929.77|3.07|213.96|Non|Critique|36.62
M471|Bio-Lait concentré|Ingrédient|420.04|1048|SUPPLIER_26|439802.7|0.48|1111.6|Non|Élevé|6.05
M456|Super-Beurre concentré|Ingrédient|305.71|391|SUPPLIER_22|116965.59|0.81|441.4|Oui|Normal|12.67
M391|Eco-Sirop en poudre|Produit laitier|207.24|301|SUPPLIER_20|58819.17|0.29|1050.0|Oui|Normal|5.54
M497|Eco-Sucre en poudre|Produit laitier|258.31|796|SUPPLIER_20|34658.95|0.88|797.29|Non|Élevé|8.29
M153|Ultra-Lait naturel|Ingrédient|93.24|220|SUPPLIER_59|19712.2|0.5|227.3|Oui|Faible|25.18
M471|Bio-Sirop liquide|Ingrédient|426.9|848|SUPPLIER_26|445064.3|0.48|1111.6|Non|Élevé|6.05
M131|Super-Sirop naturel|Ingrédient|132.62|605|SUPPLIER_9|79242.06|0.25|755.8|Oui|Normal|4.23
M270|Premium-Fromage en poudre|Ingrédient|952.09|874||38767.24|11.7|1841.67|Non|Élevé|12.75
M176|Premium-Crème enrichi|Produit laitier|427.14|227|SUPPLIER_15|75657.82|1.07|624.0|Oui|Faible|8.19
M274|Ultra-Lait enrichi|Ingrédient|375.29|736|SUPPLIER_5|274481.16|0.58|764.1|Oui|Normal|21.47
M029|Ultra-Fromage concentré|Ingrédient|80.84|126|SUPPLIER_31|11924.07|0.49|261.6|Non|Faible|9.74
M252|Super-Chocolat liquide||955.4|67|SUPPLIER_16|57586.15|3.07|1516.51|Oui|Critique|3.53
M371|Super-Beurre enrichi|Produit laitier|323.75|203|SUPPLIER_26|66868.1|0.74|684.0|Oui|Faible|10.65
M051|Bio-Lait en poudre|Produit laitier|430.79|567|SUPPLIER_30|303122.72|0.3|2085.0|Oui|Normal|20.72
M144|Super-Crème naturel|Ingrédient|290.54|979|SUPPLIER_83|284559.29|0.32|1120.6|Oui|Élevé|9.35
M185|Super-Amidon concentré|Produit laitier|131.8|485|SUPPLIER_71|62319.18|0.12|1557.0|Oui|Normal|20.97
M4t|Bio-Beurre concentré||877.62|491|SUPPLIER_57|1200.08|58.48|629.12|Oui|Normal|70.83
M309|Eco-Sel liquide|Ingrédient|63.7|437|SUPPLIER_3|29573.36|0.13|548.1|Non|Normal|12.12
M128|Super-Fromage naturel|Produit laitier|274.62|102|SUPPLIER_69|33668.22|1.1|438.0|Non|Faible|8.13
M264|Super-Arôme liquide|Produit laitier|292.45|413|SUPPLIER_80|142585.99|0.3|1479.0|Non|Normal|9.37
M315|Super-Beurre concentré|Ingrédient|280.41|732|SUPPLIER_83|170135.27|0.47|788.5|Non|Normal|4.91
M023|Super-Fromage concentré|Produit laitier|78.98|478|SUPPLIER_83|34448.01|0.08|1431.0|Non|Normal|6.64
M051|Ultra-Sirop concentré|Produit laitier|390.73|740|SUPPLIER_30|261444.16|0.3|2085.0|Oui|Normal|20.72
M397|Premium-Sucre en poudre|Produit laitier|174.6|704|SUPPLIER_31|121246.62|0.12|2271.0|Oui|Élevé|4.02
M051|Super-Sirop en poudre|Produit laitier|441.83|182|SUPPLIER_36|81543.03|1.52|537.0|Non|Faible|8.14
M244|Premium-Lait naturel|Ingrédient|357.64|896|SUPPLIER_5|338391.96|0.41|1082.2|Oui|Élevé|4.44
M457|Super-Chocolat enrichi|Produit laitier|80.44|436|SUPPLIER_10|29090.34|0.1|1233.0|Oui|Normal|7.93
M440|Ultra-Amidon en poudre|Ingréo|854.09|56|SUPPLIER_14|4811.56|15.59|1282.95|Non|Critique|16.91
M0x|Super-Arôme enrichi||866.57|89||5063.23|0.48|2375.75|Non|Critique|0.76
M006|Bio-Sirop concentré|Ingrédient|202.83|282|SUPPLIER_40|68403.94|0.57|423.6|Oui|Normal|8.53
M420|Super-Sel en poudre|Produit laitier|218.73|639|SUPPLIER_78|161004.76|0.14|2307.0|Non|Élevé|6.22
M1m|Premium-Sel en poudre|Produitb|392.38|65|SUPPLIER_50|39331.18|2.85|242.3|Non|Critique|14.3
M1z|Super-Lait en poudre||353.6|392|SUPPLIER_67|212176.41|1.06|746.29|Non|Normal|36.62
M098|Premium-Arôme en poudre||923.38|516|SUPPLIER_61|39731.18|3.07|381.96|Non|Normal|8.84
M238|Premium-Lait en poudre||462.44|18|SUPPLIER_51|7322.28|1.51|744.79|Non|Critique|43.29
M129|Premium-Arôme enrichi|Ingrédient|161.72|218|SUPPLIER_3|29693.55|0.73|273.8|Non|Faible|11.47
M473|Bio-Sirop naturel|Produit laitier|80.66|823|SUPPLIER_63|73928.46|0.05|2589.0|Non|Élevé|7.26
M250|Eco-Arôme enrichi|Produit laitier|418.93|684|SUPPLIER_33|318568.01|0.27|2478.0|Non|Élevé|3.96
M195|Bio-Chocolat en poudre|Produit laitier|281.73|329|SUPPLIER_64|84397.0|0.52|870.0|Non|Faible|8.48
M0h|Super-Sucre liquide||358.53|386|SUPPLIER_25|39204.7|0.5|528.0|Non|Normal|3.97
M046|Ultra-Arôme liquide|Produit laitier|521.82|556|SUPPLIER_28|221465.06|0.5|1542.0|Oui|Normal|4.37
M144|Eco-Crème enrichi|Ingrédient|448.67|1136|SUPPLIER_55|415679.84|0.44|1117.3|Non|Élevé|9.35
M287|Eco-Crème en poudre||849.76|486||33009.52|3.07|1953.84|Non|Normal|3.53
M402|Ultra-Sirop concentré|Ingrédient|523.96|194|SUPPLIER_42|108548.97|2.4|241.6|Oui|Faible|24.85
M0f|Premium-Lait naturel||282.58|447|SUPPLIER_9|38662.37|1.99|1871.17|Non|Normal|7.44
M4p|Super-Crème concentré||1004.18|423|SUPPLIER_76|33655.45|1.1|2497.55|Non|Normal|1.42
M287|Ultra-Crème enrichi|Produit laitier|375.32|221|SUPPLIER_40|90920.61|0.73|822.0|Non|Faible|6.01
M4p|Super-Lait en poudre||430.91|512||38985.93|1.38|1953.84|Non|Normal|3.53
M078|Super-Sirop enrichi|Ingrédient|236.49|87|SUPPLIER_22|22172.48|2.11|178.8|Oui|Faible|14.26
M2x|Super-Lait concentré|Ingrén|908.61|364|SUPPLIER_27|37002.03|3.07|215.36|Non|Normal|58.84
M2s|Eco-Sucre enrichi|Produit laitier|225.05|380||38372.46|0.76|812.29|Non|Normal|7.29
M112|Ultra-Sucre concentré|Ingrédient|421.06|425|SUPPLIER_59|219101.28|0.95|624.6|Non|Normal|5.39
M015|Premium-Arôme enrichi|Ingrédient|160.33|992|SUPPLIER_66|153207.5|0.19|999.4|Oui|Élevé|6.17
M0q|Eco-Sirop en poudre||123.33|810|SUPPLIER_17|39442.41|0.12|1053.4|Non|Élevé|21.06
M461|Premium-Fromage liquide|Produit laitier|121.78|886|SUPPLIER_55|94701.63|0.06|2742.0|Non|Élevé|8.89
M186|Premium-Chocolat liquide|Ingrédient|73.1|765|SUPPLIER_13|63670.18|0.08|1074.5|Oui|Élevé|4.45
M426|Bio-Lait liquide|Ingrédient|362.15|318|SUPPLIER_26|100914.83|1.19|387.8|Non|Faible|8.36
M308|Ultra-Sirop concentré|Produit laitier|295.88|611|SUPPLIER_5|161709.4|0.29|1605.0|Oui|Normal|6.52
M207|Premium-Sucre liquide|Produit laitier|83.85|827|SUPPLIER_33|76062.77|0.05|2850.0|Non|Élevé|3.88
M096|Ultra-Sirop en poudre|Produit laitier|137.01|116|SUPPLIER_2|16606.78|0.55|507.0|Non|Faible|6.2
M206|Premium-Arôme en poudre|Ingrédient|482.84|299|SUPPLIER_2|138723.29|1.45|438.7|Non|Normal|6.49
M269|Ultra-Fromage liquide|Produit laitier|389.0|145|SUPPLIER_26|48908.45|1.26|495.0|Non|Faible|8.45
M019|Super-Sel liquide|Produit laitier|82.92|227|SUPPLIER_69|16970.02|0.2|654.0|Non|Faible|7.53
M306|Bio-Beurre en poudre|Ingrédient|454.24|573|SUPPLIER_39|268828.26|0.65|752.0|Oui|Normal|21.49
M045|Bio-Sirop enrichi|Ingrédient|331.51|194|SUPPLIER_2|73979.95|1.48|255.9|Oui|Faible|24.57
M382|Bio-Sel concentré||93.01|394|SUPPLIER_69|46481.21|0.29|1476.31|Non|Normal|3.53
M208|Super-Beurre concentré|Produit laitier|339.6|580|SUPPLIER_29|210953.74|0.28|2004.0|Non|Normal|4.12
M111|Super-Sirop liquide|Ingrédient|499.46|400|SUPPLIER_31|159660.59|1.25|563.6|Non|Normal|4.66
M176|Bio-Beurre en poudre|Produit laitier|416.31|191|SUPPLIER_15|76451.82|1.07|624.0|Oui|Faible|8.19
M233|Ultra-Amidon naturel|Produit laitier|325.42|902|SUPPLIER_45|263940.58|0.22|2451.0|Non|Élevé|10.62
M314|Super-Beurre enrichi|Produit laitier|55.1|140|SUPPLIER_58|7843.06|0.21|441.0|Oui|Faible|13.65
M347|Ultra-Crème en poudre|Produit laitier|226.54|173|SUPPLIER_50|38055.4|0.72|573.0|Oui|Faible|6.44
M0f|Bio-Amidon naturel||261.9|375|SUPPLIER_9|37382.81|1.99|1871.17|Non|Normal|7.44
M026|Ultra-Amidon concentré|Produit laitier|107.05|601|SUPPLIER_28|55256.23|0.1|1536.0|Non|Normal|11.0
M021|Super-Sucre naturel|Produit laitier|442.75|590|SUPPLIER_19|303271.17|0.37|1962.0|Non|Normal|4.13
M080|Premium-Sel concentré|Produit laitier|338.42|825|SUPPLIER_32|290182.66|0.18|2709.0|Oui|Élevé|5.57
M476|Premium-Crème naturel|Produit laitier|448.15|399|SUPPLIER_79|188737.16|0.48|1383.0|Non|Normal|5.15
M137|Super-Lait en poudre|Produit laitier|325.99|290|SUPPLIER_41|88958.97|0.61|954.0|Oui|Faible|3.87
M359|Bio-Crème naturel|Produit laitier|327.07|292|SUPPLIER_78|117568.54|0.46|1110.0|Oui|Normal|9.73
M448|Premium-Sirop enrichi|Ingrédient|99.31|684|SUPPLIER_77|98513.97|0.13|974.5|Oui|Élevé|7.85
M420|Bio-Sucre liquide|Produit laitier|383.3|911|SUPPLIER_59|366653.36|0.23|2649.0|Oui|Élevé|3.92
M131|Ultra-Fromage enrichi|Ingrédient|85.46|372|SUPPLIER_12|41042.75|0.2|512.2|Non|Normal|22.21
M249|Premium-Lait enrichi|Produit laitier|357.66|423|SUPPLIER_18|139139.61|0.5|1083.0|Non|Normal|21.4
M382|Bio-Crème en poudre||89.88|504|SUPPLIER_69|48544.48|0.29|1476.31|Non|Normal|3.53
M396|Ultra-Sucre liquide|Ingrédient|169.56|162|SUPPLIER_73|36384.06|1.01|274.1|Non|Faible|9.52
M398|Eco-Sucre concentré||443.27|1110|SUPPLIER_6|39654.77|0.23|2795.67|Non|Élevé|0.75
M231|Premium-Beurre enrichi|Produit laitier|327.32|960|SUPPLIER_65|277599.35|0.22|2517.0|Non|Élevé|5.61
M190|Eco-Fromage naturel|Produit laitier|77.51|554|SUPPLIER_75|48657.43|0.06|1923.0|Non|Normal|4.15
M0f|Ultra-Sucre enrichi||299.73|481|SUPPLIER_9|33189.41|1.99|1871.17|Non|Normal|7.44
M186|Super-Arôme naturel|Produit laitier|525.78|908|SUPPLIER_2|462465.29|0.28|2664.0|Oui|Élevé|8.9
M056|Bio-Sirop liquide|Ingrédient|308.02|1053|SUPPLIER_46|293561.62|0.3|1154.1|Non|Élevé|5.02
M083|Bio-Sirop naturel|Ingrédient|497.63|332|SUPPLIER_44|195075.46|1.23|464.5|Non|Normal|12.53
M075|Ultra-Fromage enrichi|Produit laitier|304.67|592|SUPPLIER_8|189441.29|0.27|1752.0|Non|Normal|7.55
M3w|Eco-Sel liquide||355.84|74||2384.93|1.2|1953.84|Non|Critique|3.53
M497|Super-Fromage en poudre|Produit laitier|274.19|728|SUPPLIER_20|33980.36|0.88|797.29|Non|Élevé|8.29
M005|Bio-Crème en poudre|Produit laitier|70.5|572|SUPPLIER_26|45503.15|0.06|1968.0|Oui|Normal|3.31
M417|Eco-Sel enrichi|Produit laitier|81.47|193|SUPPLIER_26|16978.62|0.2|747.0|Non|Faible|4.89
M235|Eco-Sel naturel|Produit laitier|65.09|691|SUPPLIER_38|50275.21|0.05|2370.0|Non|Élevé|2.68
M111|Ultra-Fromage naturel|Ingrédient|57.63|127|SUPPLIER_33|6308.65|0.53|175.0|Oui|Faible|14.65
M439|Bio-Lait en poudre|Produit laitier|105.67|402|SUPPLIER_66|46968.59|0.15|1182.0|Non|Normal|11.3
M198|Bio-Chocolat concentré|Produit laitier|61.3|863|SUPPLIER_26|53341.69|0.04|2571.0|Non|Élevé|6.15
M381|Bio-Amidon naturel|Produit laitier|435.48|492|SUPPLIER_70|251689.27|0.41|1614.0|Non|Normal|10.95
M131|Bio-Chocolat liquide|Produit laitier|138.13|528|SUPPLIER_66|60353.13|0.16|1365.0|Non|Normal|11.12
M212|Bio-Arôme liquide|Produit laitier|1011.59|63||33960.46|3.07|1489.51|Non|Critique|3.53
M461|Eco-Crème liquide|Produit laitier|50.97|949|SUPPLIER_70|55076.44|0.03|2889.0|Non|Élevé|5.53
M056|Eco-Fromage concentré|Ingrédient|374.52|805|SUPPLIER_52|299533.72|0.51|849.9|Non|Élevé|21.32
M308|Eco-Sirop concentré|Produit laitier|84.24|226|SUPPLIER_27|15378.8|0.21|600.0|Oui|Faible|22.56
M261|Ultra-Amidon enrichi|Ingrédient|377.1|532|SUPPLIER_38|206569.26|0.67|665.7|Oui|Normal|5.86
M028|Super-Beurre enrichi|Produit laitier|133.37|537|SUPPLIER_6|69516.82|0.14|1608.0|Oui|Normal|5.97
M486|Super-Arôme liquide|Ingrédient|322.3|408|SUPPLIER_7|147758.43|0.86|608.7|Non|Normal|4.4
M025|Ultra-Crème en poudre|Produit laitier|292.97|148|SUPPLIER_57|34957.59|1.24|408.0|Non|Faible|12.37
M039|Ultra-Fromage en poudre|Ingrédient|63.84|822|SUPPLIER_36|41880.08|0.09|816.3|Oui|Normal|7.0
M235|Super-Chocolat enrichi||848.67|472|SUPPLIER_19|37469.92|3.07|740.89|Non|Normal|86.62
M194|Eco-Sel naturel|Ingrédient|129.14|352|SUPPLIER_40|59906.62|0.37|479.7|Non|Normal|8.14
M209|Super-Amidon en poudre|Produit laitier|216.58|853|SUPPLIER_70|169599.65|0.14|2538.0|Non|Élevé|3.12
M405|Eco-Arôme naturel|Produit laitier|113.33|745|SUPPLIER_15|86757.48|0.08|2169.0|Oui|Élevé|10.7
M180|Ultra-Fromage en poudre|Ingrédient|119.34|758|SUPPLIER_60|80727.07|0.16|855.9|Oui|Élevé|6.93
M303|Bio-Sel concentré|Ingrédient|52.34|239|SUPPLIER_42|12822.53|0.29|313.3|Oui|Faible|8.26
M208|Eco-Chocolat concentré|Produit laitier|340.09|588|SUPPLIER_29|241641.02|0.28|2004.0|Non|Normal|4.12
M244|Eco-Sucre liquide|Ingrédient|384.76|931|SUPPLIER_5|326092.11|0.41|1082.2|Oui|Élevé|4.44
M220|Premium-Sirop enrichi||878.69|2417||39104.44|2.08|1711.55|Non|Élevé|2.47
M470|Eco-Crème naturel|Produit laitier|489.36|554|SUPPLIER_8|243605.27|0.54|1422.0|Oui|Normal|9.42
M018|Eco-Sel concentré|Produit laitier|132.24|519|SUPPLIER_19|88577.21|0.12|1920.0|Oui|Normal|2.85
M360|Eco-Arôme enrichi|Produit laitier|60.22|979|SUPPLIER_58|61066.7|0.04|2592.0|Non|Élevé|5.59
M067|Ultra-Lait concentré|Ingrédient|341.73|1181|SUPPLIER_25|352952.45|0.38|1101.8|Non|Élevé|21.01
